PatternCode,Age_AVG,Age_STDEV,Total,Gender_Mp,Gender_Fp,Gender_M,Gender_F,NeuroICU,CardiacICU,MedICU,MedSurgICU,TransplantICU,NonICU
142,61.35,15.98,20,0.85,0.15,17,3,1,9,0,10,0,0
143,64.74,13.58,39,0.59,0.41,23,16,3,13,0,23,0,0
145,63.53,14.77,17,0.824,0.176,14,3,1,6,0,10,0,0
146,56.18,18.88,39,0.615,0.385,24,15,4,16,0,17,1,1
147,60.13,14.59,60,0.567,0.433,34,26,7,27,0,26,0,0
148,59.27,18.11,30,0.767,0.233,23,7,3,11,0,10,4,2
149,65.88,15.03,26,0.654,0.346,17,9,2,13,0,7,1,3
151,60.91,19.07,22,0.591,0.409,13,9,1,6,0,15,0,0
152,59.35,15.93,66,0.636,0.364,42,24,9,29,0,26,0,2
153,63.26,14.71,23,0.783,0.217,18,5,2,9,0,10,2,0
158,64.28,14.16,18,0.778,0.222,14,4,0,6,0,12,0,0
159,63.54,14.77,56,0.554,0.446,31,25,3,23,0,30,0,0
161,63.49,16.1,51,0.588,0.412,30,21,10,15,0,17,5,4
162,65.07,11.07,30,0.767,0.233,23,7,1,14,0,15,0,0
163,61.17,14.95,54,0.556,0.444,30,24,5,18,0,32,0,0
164,60.8,15.31,50,0.58,0.42,29,21,4,17,0,29,0,0
165,62.11,17,28,0.571,0.429,16,12,1,13,0,14,0,0
166,60.41,14.22,34,0.559,0.441,19,15,4,8,0,13,3,6
168,64.4,13.8,20,0.75,0.25,15,5,2,11,0,7,0,0
169,63.44,14.23,27,0.704,0.296,19,8,2,10,0,15,0,0
173,64.51,13.92,45,0.578,0.422,26,19,3,17,0,26,0,0
174,59.54,14.95,59,0.61,0.39,36,23,5,27,0,27,0,0
175,62.49,16.4,41,0.732,0.268,30,11,7,11,0,17,3,3
177,58.99,16.57,140,0.607,0.393,85,55,24,48,0,49,9,11
178,63.13,16.2,16,0.875,0.125,14,2,1,6,0,9,0,0
179,57.48,15.85,33,0.485,0.515,16,17,2,12,0,16,1,2
180,64.79,13.66,24,0.75,0.25,18,6,2,10,0,12,0,0
181,65.73,12.83,15,0.867,0.133,13,2,1,5,0,9,0,0
182,56.29,16.43,14,0.643,0.357,9,5,1,7,0,6,0,0
183,61.26,14.66,57,0.649,0.351,37,20,9,20,0,28,0,0
184,54.64,18.48,14,0.571,0.429,8,6,1,12,0,1,0,0
185,58.64,14.89,22,0.591,0.409,13,9,1,8,0,13,0,0
186,59.43,12.42,21,0.762,0.238,16,5,1,8,0,9,2,1
187,58.94,15.84,18,0.722,0.278,13,5,0,7,0,11,0,0
188,56.41,15.92,22,0.591,0.409,13,9,0,8,0,14,0,0
190,68.38,14.27,16,0.688,0.313,11,5,1,7,0,8,0,0
191,63.32,14.72,19,0.842,0.158,16,3,1,7,0,11,0,0
192,63.57,14.83,14,0.857,0.143,12,2,1,6,0,7,0,0
193,59.28,16.72,25,0.6,0.4,15,10,1,13,0,11,0,0
194,67.75,10.2,16,0.688,0.313,11,5,0,6,0,10,0,0
195,59.12,16.05,100,0.63,0.37,63,37,11,36,0,38,8,8
196,65.14,14.86,36,0.694,0.306,25,11,4,12,0,20,0,0
197,65.57,13.48,23,0.783,0.217,18,5,2,8,0,13,0,0
198,66.24,14.11,17,0.765,0.235,13,4,2,6,0,9,0,0
199,62.73,14.15,22,0.636,0.364,14,8,2,7,0,13,0,0
200,64.3,13.46,23,0.783,0.217,18,5,2,7,0,14,0,0
201,60.97,15.1,63,0.524,0.476,33,30,4,28,0,28,2,2
202,63.07,14,30,0.667,0.333,20,10,3,13,0,11,2,1
204,60,15.36,15,0.8,0.2,12,3,0,5,0,10,0,0
205,59.66,17.38,126,0.611,0.389,77,49,21,43,0,42,9,11
206,63.87,15.74,15,0.867,0.133,13,2,0,7,0,8,0,0
207,60.21,16.44,19,0.684,0.316,13,6,0,10,0,9,0,0
208,61.56,16.64,18,0.778,0.222,14,4,2,7,0,9,0,0
209,61.15,15.17,41,0.659,0.341,27,14,6,19,0,12,3,1
210,65.78,10.14,27,0.667,0.333,18,9,1,13,0,13,0,0
211,63.59,15.76,17,0.765,0.235,13,4,2,8,0,7,0,0
212,63.81,15.4,64,0.594,0.406,38,26,8,25,0,21,4,7
213,57.17,16.72,18,0.611,0.389,11,7,0,7,0,11,0,0
214,60.18,17.76,17,0.706,0.294,12,5,1,12,0,4,0,0
215,66.57,10.74,23,0.696,0.304,16,7,3,9,0,10,1,0
216,55.95,16.6,19,0.632,0.368,12,7,1,14,0,1,0,3
217,63.53,14.76,17,0.765,0.235,13,4,0,8,0,9,0,0
218,61.93,15.93,45,0.667,0.333,30,15,3,14,0,18,5,5
219,62.67,13.16,18,0.778,0.222,14,4,0,10,0,8,0,0
220,59.42,15.63,24,0.667,0.333,16,8,2,10,0,12,0,0
221,65.73,12.81,41,0.537,0.463,22,19,2,13,0,26,0,0
222,62.83,13.16,18,0.778,0.222,14,4,0,10,0,8,0,0
223,67.63,10.69,19,0.632,0.368,12,7,0,7,0,11,1,0
224,59.42,15.35,12,0.75,0.25,9,3,0,4,0,8,0,0
225,62.5,14.15,30,0.6,0.4,18,12,2,9,0,19,0,0
226,64.91,15.46,22,0.455,0.545,10,12,1,8,0,13,0,0
227,60.5,16.69,26,0.577,0.423,15,11,2,10,0,13,1,0
228,62.73,15.53,15,0.8,0.2,12,3,1,5,0,9,0,0
229,59.22,14.95,18,0.667,0.333,12,6,2,8,0,7,1,0
230,61.12,15.96,25,0.8,0.2,20,5,2,8,0,15,0,0
231,60.09,17.62,23,0.739,0.261,17,6,2,7,0,14,0,0
232,66.36,9.81,25,0.72,0.28,18,7,3,8,0,14,0,0
234,55.96,17.94,25,0.72,0.28,18,7,7,7,0,11,0,0
235,62.68,16.16,19,0.684,0.316,13,6,2,9,0,8,0,0
236,63.95,13.09,19,0.789,0.211,15,4,2,6,0,11,0,0
237,64.27,15.89,22,0.727,0.273,16,6,2,9,0,11,0,0
238,60.18,16.45,33,0.727,0.273,24,9,3,14,0,16,0,0
239,59.41,15.53,22,0.682,0.318,15,7,0,7,0,15,0,0
240,66.52,16.52,31,0.613,0.387,19,12,5,8,0,18,0,0
241,60.43,14.65,65,0.585,0.415,38,27,9,29,0,27,0,0
242,57.95,17.38,22,0.591,0.409,13,9,0,12,0,10,0,0
243,65.03,15.83,33,0.636,0.364,21,12,4,9,0,20,0,0
244,59.48,15.06,23,0.739,0.261,17,6,2,7,0,14,0,0
245,57.41,19.06,17,0.588,0.412,10,7,1,7,0,9,0,0
246,56.43,16.25,23,0.565,0.435,13,10,2,16,0,4,0,2
247,62.14,14.9,29,0.655,0.345,19,10,2,8,0,19,0,0
248,60.44,15.96,25,0.76,0.24,19,6,2,9,0,7,2,5
249,60.33,15.53,49,0.612,0.388,30,19,6,17,0,26,0,0
250,61.44,12.38,16,0.813,0.188,13,3,0,9,0,6,1,0
251,63.07,14.28,29,0.621,0.379,18,11,1,13,0,15,0,0
252,64.5,17.69,8,0.75,0.25,6,2,0,4,0,4,0,0
253,60.87,16.19,31,0.548,0.452,17,14,1,10,0,10,4,6
254,58.38,16.01,65,0.677,0.323,44,21,8,29,0,29,0,0
255,60.81,15.26,31,0.71,0.29,22,9,4,13,0,14,0,0
256,62.47,13.87,60,0.65,0.35,39,21,9,28,0,20,0,3
257,65.71,14.21,21,0.571,0.429,12,9,2,6,0,13,0,0
258,67.78,7.73,9,0.667,0.333,6,3,0,4,0,5,0,0
259,63.56,15.03,16,0.813,0.188,13,3,1,6,0,9,0,0
260,60.15,16.94,53,0.547,0.453,29,24,7,19,0,20,3,4
261,66.29,13.82,34,0.618,0.382,21,13,4,9,0,21,0,0
262,64.13,12.98,30,0.667,0.333,20,10,3,12,0,15,0,0
263,59.89,18.27,28,0.786,0.214,22,6,1,10,0,17,0,0
264,58.13,16.68,15,0.733,0.267,11,4,0,5,0,10,0,0
265,63.25,15.38,52,0.692,0.308,36,16,6,23,0,16,2,5
266,66.18,12.66,22,0.727,0.273,16,6,2,7,0,13,0,0
267,62.18,14.7,44,0.614,0.386,27,17,7,22,0,15,0,0
268,63.43,14.23,47,0.574,0.426,27,20,3,20,0,25,0,0
269,64.52,12.37,23,0.696,0.304,16,7,2,8,0,13,0,0
270,60.45,12.44,33,0.606,0.394,20,13,0,16,0,13,2,2
271,63.62,19.43,26,0.808,0.192,21,5,5,8,0,9,0,4
272,64.75,13.47,28,0.679,0.321,19,9,2,9,0,17,0,0
273,60.7,13.27,20,0.65,0.35,13,7,0,3,0,8,6,3
274,59.39,13.71,33,0.697,0.303,23,10,1,11,0,20,1,0
275,64.07,14.27,27,0.667,0.333,18,9,0,10,0,10,5,2
276,64.11,12.24,27,0.556,0.444,15,12,1,12,0,14,0,0
278,57.23,15.58,26,0.692,0.308,18,8,2,10,0,12,2,0
280,62.86,14.11,28,0.679,0.321,19,9,2,11,0,15,0,0
281,62.65,14.37,20,0.55,0.45,11,9,0,11,0,5,2,2
282,61.15,17.25,20,0.65,0.35,13,7,3,8,0,4,1,4
283,62.11,17.7,19,0.684,0.316,13,6,0,6,0,11,1,1
284,59.76,14.92,34,0.559,0.441,19,15,3,17,0,14,0,0
285,63.57,13.65,21,0.667,0.333,14,7,0,9,0,12,0,0
286,65.75,7.17,12,0.667,0.333,8,4,2,5,0,5,0,0
287,62.12,13.99,33,0.636,0.364,21,12,4,9,0,20,0,0
288,69.67,9.85,6,0.333,0.667,2,4,0,5,0,1,0,0
289,62.48,14.54,77,0.61,0.39,47,30,10,30,0,38,0,0
290,59.62,16.4,29,0.448,0.552,13,16,0,13,0,16,0,0
291,60.98,15.27,43,0.651,0.349,28,15,4,20,0,19,0,0
292,62.5,14.06,12,0.667,0.333,8,4,2,6,0,4,0,0
293,66.05,13.12,22,0.727,0.273,16,6,2,8,0,12,0,0
294,64.05,14.25,41,0.683,0.317,28,13,5,17,0,19,0,0
295,66.75,10.22,24,0.792,0.208,19,5,3,8,0,13,0,0
297,61.57,12.22,35,0.6,0.4,21,14,2,15,0,18,0,0
298,63.17,14.24,29,0.414,0.586,12,17,1,14,0,14,0,0
299,63.94,11.23,16,0.813,0.188,13,3,2,4,0,10,0,0
300,62.31,15.3,52,0.538,0.462,28,24,5,16,0,31,0,0
301,63,15.14,14,0.714,0.286,10,4,1,7,0,6,0,0
302,64.61,12.84,31,0.677,0.323,21,10,5,9,0,17,0,0
303,58.04,16.38,27,0.704,0.296,19,8,0,12,0,15,0,0
304,62.87,15.43,52,0.558,0.442,29,23,6,16,0,31,0,0
305,61.19,14.56,16,0.875,0.125,14,2,1,5,0,10,0,0
306,60.96,14.95,49,0.571,0.429,28,21,6,16,0,28,0,0
307,61.15,14.85,52,0.654,0.346,34,18,5,24,0,23,0,0
308,62.23,15.7,26,0.654,0.346,17,9,2,8,0,14,1,1
309,62.26,14.75,50,0.54,0.46,27,23,4,21,0,25,0,0
310,53.21,14.69,14,0.571,0.429,8,6,1,2,0,6,3,2
311,61.15,15.15,65,0.631,0.369,41,24,5,24,0,37,0,0
312,65.5,6.67,10,0.6,0.4,6,4,1,4,0,5,0,0
313,60.15,17.3,13,0.692,0.308,9,4,1,6,0,4,2,0
314,59.15,15.77,47,0.617,0.383,29,18,5,19,0,24,0,0
315,62.79,14.81,56,0.554,0.446,31,25,4,17,0,36,0,0
316,61.57,15.07,37,0.676,0.324,25,12,3,12,0,22,0,0
317,61.96,16.26,80,0.575,0.425,46,34,8,31,0,33,3,5
318,65.33,16.67,33,0.697,0.303,23,10,1,10,0,22,0,0
320,62.03,16.36,31,0.645,0.355,20,11,4,14,0,13,0,1
321,62.24,13.72,29,0.69,0.31,20,9,2,10,0,17,0,0
322,63.59,13.72,32,0.688,0.313,22,10,2,11,0,16,1,2
323,65.71,12.85,21,0.762,0.238,16,5,2,8,0,11,0,0
324,64.48,13.2,25,0.72,0.28,18,7,2,7,0,16,0,0
325,62.5,15.42,24,0.583,0.417,14,10,1,13,0,10,0,0
326,65,11.49,24,0.792,0.208,19,5,2,7,0,15,0,0
327,66.39,9.59,18,0.556,0.444,10,8,0,6,0,12,0,0
328,64.4,12.54,15,0.867,0.133,13,2,1,4,0,10,0,0
330,62.18,14.83,33,0.697,0.303,23,10,5,9,0,18,0,1
331,62.13,15.36,48,0.542,0.458,26,22,4,19,0,25,0,0
332,64.38,13.48,26,0.731,0.269,19,7,3,6,0,17,0,0
333,60.68,16.32,31,0.484,0.516,15,16,1,13,0,17,0,0
334,64.95,11.37,37,0.676,0.324,25,12,4,19,0,13,1,0
335,62.5,14.76,18,0.778,0.222,14,4,1,4,0,13,0,0
336,65.4,14.01,20,0.8,0.2,16,4,2,7,0,11,0,0
337,62.9,15.65,30,0.8,0.2,24,6,4,8,0,12,4,2
338,63.41,13.19,22,0.545,0.455,12,10,0,8,0,14,0,0
339,64.5,16.02,18,0.833,0.167,15,3,0,9,0,8,1,0
340,63.49,14.42,61,0.607,0.393,37,24,9,26,0,27,0,0
341,59.7,15.87,20,0.75,0.25,15,5,0,5,0,15,0,0
342,61.66,15.96,35,0.514,0.486,18,17,4,14,0,10,5,2
343,63.74,16.08,39,0.692,0.308,27,12,2,12,0,25,0,0
344,65.93,13.94,15,0.467,0.533,7,8,0,6,0,6,3,0
345,62.43,15.23,58,0.586,0.414,34,24,7,22,0,29,0,0
346,59.52,18.72,33,0.636,0.364,21,12,1,10,0,14,3,5
347,62.11,15.71,54,0.537,0.463,29,25,6,21,0,28,0,0
349,62.53,14.67,17,0.706,0.294,12,5,1,4,0,12,0,0
350,62.19,11.62,21,0.571,0.429,12,9,0,10,0,11,0,0
351,59.7,15.48,66,0.652,0.348,43,23,9,27,0,27,1,3
353,61.88,15.77,16,0.875,0.125,14,2,1,5,0,10,0,0
354,59.7,16.61,20,0.75,0.25,15,5,0,8,0,12,0,0
355,64.92,12.41,25,0.68,0.32,17,8,1,7,0,17,0,0
356,61.87,15.12,46,0.587,0.413,27,19,3,22,0,22,0,0
357,62.75,14.87,28,0.643,0.357,18,10,2,12,0,14,0,0
359,66.59,13.99,22,0.682,0.318,15,7,1,7,0,14,0,0
361,63.79,12.03,39,0.641,0.359,25,14,6,13,0,13,4,3
362,65.13,9.02,16,0.688,0.313,11,5,1,3,0,12,0,0
363,64.59,15.61,39,0.538,0.462,21,18,2,12,0,25,0,0
365,62.37,16.77,19,0.684,0.316,13,6,0,8,0,11,0,0
366,60.73,15.61,22,0.727,0.273,16,6,0,6,0,12,2,2
367,61.38,15.83,34,0.647,0.353,22,12,1,12,0,21,0,0
368,59.61,14.97,56,0.643,0.357,36,20,5,26,0,24,0,1
369,62.58,14.71,53,0.585,0.415,31,22,4,25,0,23,1,0
370,60.52,14.85,31,0.613,0.387,19,12,1,15,0,11,0,4
371,62.29,15.56,42,0.619,0.381,26,16,4,19,0,19,0,0
372,62.35,16.16,20,0.6,0.4,12,8,1,9,0,10,0,0
373,60.19,17.07,43,0.512,0.488,22,21,2,18,0,23,0,1
374,63.37,14.82,60,0.583,0.417,35,25,5,20,0,35,0,0
375,61.31,15.24,52,0.635,0.365,33,19,7,22,0,23,0,0
376,63.06,15.27,16,0.563,0.438,9,7,1,6,0,9,0,0
377,67.41,9.92,22,0.818,0.182,18,4,2,7,0,13,0,0
378,62.64,14.02,14,0.857,0.143,12,2,2,3,0,9,0,0
379,64.53,14.46,43,0.558,0.442,24,19,3,17,0,23,0,0
381,57.75,17,12,0.833,0.167,10,2,0,6,0,5,1,0
382,63.49,15.7,39,0.615,0.385,24,15,2,18,0,20,0,0
383,63.48,12.35,25,0.72,0.28,18,7,2,10,0,12,1,0
384,66.52,8.96,21,0.762,0.238,16,5,2,8,0,11,0,0
385,62.48,13.65,23,0.739,0.261,17,6,2,9,0,12,0,0
386,70.5,23.33,2,0.5,0.5,1,1,1,0,0,0,1,0
387,62.48,14.65,86,0.605,0.395,52,34,10,36,0,34,6,1
388,65.4,11.5,25,0.56,0.44,14,11,4,11,0,9,1,0
389,62.09,14.47,44,0.591,0.409,26,18,5,15,0,24,0,0
390,64.04,13.02,26,0.654,0.346,17,9,1,11,0,14,0,0
391,56.67,18.31,18,0.778,0.222,14,4,0,9,0,7,1,1
392,64.33,14.81,21,0.667,0.333,14,7,0,9,0,11,1,0
393,62.35,15.28,26,0.808,0.192,21,5,2,7,0,17,0,0
394,62.38,15.06,47,0.596,0.404,28,19,4,19,0,24,0,0
395,62.43,15.68,86,0.523,0.477,45,41,9,30,0,37,5,5
396,66.61,9.66,23,0.652,0.348,15,8,3,11,0,9,0,0
397,67.43,9.68,7,0.571,0.429,4,3,0,4,0,3,0,0
398,63.55,14.15,20,0.75,0.25,15,5,2,7,0,11,0,0
399,62.37,15.98,27,0.556,0.444,15,12,0,13,0,14,0,0
400,62.6,16.01,25,0.84,0.16,21,4,0,8,0,10,5,2
401,64.45,15.74,29,0.655,0.345,19,10,2,9,0,17,1,0
402,59.16,16.97,130,0.577,0.423,75,55,21,41,0,51,9,9
403,64.45,11.28,11,0.909,0.091,10,1,0,6,0,5,0,0
404,63.92,13.64,38,0.658,0.342,25,13,2,17,0,15,3,1
405,62.6,14.76,25,0.64,0.36,16,9,3,11,0,11,0,0
406,60.51,14.32,47,0.617,0.383,29,18,4,16,0,27,0,0
410,62.28,15.88,104,0.548,0.452,57,47,16,28,0,43,5,12
411,65.8,15.73,15,0.533,0.467,8,7,0,3,0,10,1,1
412,63.23,15.92,60,0.533,0.467,32,28,9,20,0,32,0,0
414,61.3,15.77,46,0.63,0.37,29,17,3,21,0,18,2,2
415,58.75,12.86,16,0.625,0.375,10,6,1,4,0,8,2,1
417,55.48,16.65,23,0.609,0.391,14,9,1,8,0,11,1,2
418,60.83,13.5,30,0.567,0.433,17,13,3,13,0,13,0,1
419,58.88,17.74,24,0.75,0.25,18,6,1,10,0,13,0,0
420,64.45,12.15,20,0.75,0.25,15,5,1,10,0,5,2,2
421,64.61,13.65,28,0.679,0.321,19,9,2,7,0,19,0,0
422,62,15.42,39,0.667,0.333,26,13,5,17,0,16,0,2
423,61.29,14.64,17,0.765,0.235,13,4,1,10,0,6,0,0
424,63.23,13.73,26,0.654,0.346,17,9,4,12,0,8,1,1
425,60.92,20.16,13,0.538,0.462,7,6,0,5,0,8,0,0
426,55.92,18.07,13,0.846,0.154,11,2,0,5,0,6,1,1
427,62.4,15.61,63,0.587,0.413,37,26,5,20,0,38,0,0
428,64.09,12.53,35,0.686,0.314,24,11,3,13,0,17,1,1
429,61.39,15.82,76,0.605,0.395,46,30,11,28,0,35,1,2
430,64.67,16.43,27,0.556,0.444,15,12,5,7,0,11,2,2
431,64.34,14.71,32,0.625,0.375,20,12,2,8,0,22,0,0
432,60.5,17.27,32,0.594,0.406,19,13,2,10,0,14,3,3
433,68.73,10.31,11,0.818,0.182,9,2,0,6,0,4,1,0
434,56.56,19.69,16,0.875,0.125,14,2,0,4,0,10,2,0
435,62.23,16.63,31,0.645,0.355,20,11,2,10,0,19,0,0
436,57.46,16.96,28,0.607,0.393,17,11,2,9,0,17,0,0
437,62.1,15.9,41,0.561,0.439,23,18,2,19,0,20,0,0
438,59.71,12.54,14,0.5,0.5,7,7,2,6,0,6,0,0
439,60.59,15.94,46,0.522,0.478,24,22,4,16,0,27,0,0
440,64.06,13.4,32,0.75,0.25,24,8,3,8,0,21,0,0
442,63.78,15.32,41,0.537,0.463,22,19,2,17,0,22,0,0
443,60.18,16.5,61,0.557,0.443,34,27,5,18,0,30,2,6
444,55.5,13.96,20,0.55,0.45,11,9,1,8,0,9,1,1
445,61.18,19.13,22,0.545,0.455,12,10,3,9,0,8,1,1
446,63.33,15.11,18,0.667,0.333,12,6,0,8,0,10,0,0
447,63.88,14.67,34,0.529,0.471,18,16,1,13,0,20,0,0
448,64.94,12.59,18,0.722,0.278,13,5,0,7,0,11,0,0
449,63.95,14.95,21,0.714,0.286,15,6,0,11,0,9,1,0
450,60,17.33,32,0.594,0.406,19,13,3,13,0,15,1,0
451,63.39,16.22,41,0.707,0.293,29,12,2,13,0,26,0,0
452,64.68,15.13,34,0.676,0.324,23,11,4,11,0,18,0,1
453,62.97,15.58,37,0.676,0.324,25,12,4,14,0,16,1,2
454,55,16.36,13,0.615,0.385,8,5,1,6,0,6,0,0
456,61.88,16.71,60,0.617,0.383,37,23,11,18,0,23,5,3
457,62.64,15.59,47,0.574,0.426,27,20,2,17,0,28,0,0
458,63.09,16.41,35,0.571,0.429,20,15,4,10,0,20,1,0
459,61.55,14.38,29,0.552,0.448,16,13,2,14,0,9,1,3
460,65.89,9.74,19,0.789,0.211,15,4,0,8,0,11,0,0
461,58.5,15.63,32,0.656,0.344,21,11,2,8,0,20,1,1
463,59.56,15.35,27,0.444,0.556,12,15,2,8,0,16,0,1
464,67.2,15.58,15,0.733,0.267,11,4,1,8,0,6,0,0
467,64.03,12.87,30,0.633,0.367,19,11,1,12,0,17,0,0
468,57.14,16.92,14,0.857,0.143,12,2,1,5,0,7,0,1
470,59.24,15.67,25,0.56,0.44,14,11,1,8,0,12,2,2
471,67.71,12.22,14,0.714,0.286,10,4,0,6,0,8,0,0
472,64.23,11.71,26,0.538,0.462,14,12,6,8,0,5,4,3
474,63.91,15.7,33,0.545,0.455,18,15,0,14,0,19,0,0
477,59.28,17.95,29,0.724,0.276,21,8,4,7,0,16,0,2
478,64.5,12.45,22,0.636,0.364,14,8,2,9,0,11,0,0
479,61.29,15.1,38,0.684,0.316,26,12,0,12,0,21,3,2
480,58.39,16.94,28,0.5,0.5,14,14,1,14,0,13,0,0
481,58.07,12.9,27,0.63,0.37,17,10,2,6,0,11,5,3
482,57.81,14.35,31,0.677,0.323,21,10,2,13,0,15,1,0
483,59.3,16.41,30,0.733,0.267,22,8,0,11,0,19,0,0
484,66.57,10.41,7,0.714,0.286,5,2,0,2,0,5,0,0
485,58.18,17.09,34,0.647,0.353,22,12,3,9,0,19,1,2
488,62.61,14.4,23,0.783,0.217,18,5,1,8,0,14,0,0
489,64.07,14.61,42,0.524,0.476,22,20,4,20,0,19,0,0
490,61.19,13.89,21,0.81,0.19,17,4,1,10,0,9,1,0
491,61.05,16.64,21,0.619,0.381,13,8,0,4,0,12,2,3
493,64.15,14.83,34,0.5,0.5,17,17,1,15,0,18,0,0
494,59.6,15.09,20,0.75,0.25,15,5,2,7,0,9,2,0
497,64.53,16.31,34,0.765,0.235,26,8,4,11,0,14,2,3
498,55.4,15.18,15,0.6,0.4,9,6,2,7,0,6,0,0
499,61.51,16.06,78,0.603,0.397,47,31,12,29,0,35,1,2
500,66.66,14.59,29,0.793,0.207,23,6,2,10,0,13,3,1
501,64.22,14.4,51,0.569,0.431,29,22,3,20,0,29,0,0
502,62.65,12.74,26,0.5,0.5,13,13,3,5,0,13,3,2
503,56.26,19.87,31,0.677,0.323,21,10,3,10,0,16,2,0
504,56.08,16.74,26,0.731,0.269,19,7,0,10,0,15,0,1
505,61.73,14.77,83,0.614,0.386,51,32,9,30,0,41,1,3
506,58.06,17.35,17,0.824,0.176,14,3,0,5,0,11,0,1
507,61.84,14.82,31,0.774,0.226,24,7,7,13,0,10,1,0
508,60.26,14.2,34,0.559,0.441,19,15,3,12,0,18,1,0
509,63.9,18.14,30,0.767,0.233,23,7,5,10,0,11,2,2
510,61.9,18.03,31,0.613,0.387,19,12,2,10,0,16,1,2
511,59.08,15.76,13,0.462,0.538,6,7,0,5,0,8,0,0
513,63.55,13.32,22,0.682,0.318,15,7,0,9,0,13,0,0
514,60.05,17.68,40,0.6,0.4,24,16,6,19,0,15,0,1
516,60.62,17.23,21,0.81,0.19,17,4,0,8,0,8,3,2
517,52.21,18.3,14,0.857,0.143,12,2,1,4,0,6,2,1
518,61.9,15.17,49,0.571,0.429,28,21,5,20,0,25,0,0
519,63.07,15.3,30,0.633,0.367,19,11,2,13,0,12,2,1
520,59.36,17.79,39,0.513,0.487,20,19,3,16,0,15,2,3
521,61.07,17.16,45,0.6,0.4,27,18,4,13,0,22,2,4
523,57,15.15,20,0.7,0.3,14,6,1,7,0,11,0,1
524,63.92,13,25,0.76,0.24,19,6,2,7,0,16,0,0
525,58.53,17.01,32,0.594,0.406,19,13,1,6,0,10,8,7
527,64,15.3,29,0.724,0.276,21,8,5,12,0,9,2,1
528,63.27,14.73,30,0.733,0.267,22,8,2,11,0,16,0,1
529,64.16,13.53,44,0.545,0.455,24,20,1,18,0,25,0,0
530,65.65,12.75,20,0.55,0.45,11,9,0,9,0,11,0,0
531,62.09,14.5,47,0.596,0.404,28,19,1,18,0,28,0,0
532,60.88,13.46,17,0.824,0.176,14,3,1,9,0,6,0,1
533,65.43,14.62,46,0.63,0.37,29,17,10,13,0,16,5,2
534,62.46,14.64,13,0.769,0.231,10,3,1,6,0,6,0,0
535,63.33,18.49,24,0.625,0.375,15,9,2,9,0,12,0,1
536,62,12.59,20,0.8,0.2,16,4,0,10,0,7,3,0
537,60.86,15.16,22,0.727,0.273,16,6,0,10,0,11,1,0
538,63,15.58,18,0.667,0.333,12,6,0,8,0,10,0,0
539,61.99,15,109,0.55,0.45,60,49,17,39,0,42,6,6
540,58.65,16.55,40,0.475,0.525,19,21,3,15,0,16,1,5
541,62.2,11.34,20,0.6,0.4,12,8,0,10,0,10,0,0
542,64.54,15.17,57,0.509,0.491,29,28,7,27,0,21,2,1
543,61.26,15.89,93,0.602,0.398,56,37,12,31,0,43,4,4
544,63.77,12.57,26,0.769,0.231,20,6,2,12,0,11,1,0
545,57.36,17.16,14,0.929,0.071,13,1,0,5,0,7,1,1
546,62.86,13.51,50,0.52,0.48,26,24,4,23,0,23,0,1
547,61.79,14.8,28,0.643,0.357,18,10,2,12,0,13,0,1
548,62.36,15.1,22,0.682,0.318,15,7,2,9,0,11,0,0
549,61.84,16.96,38,0.684,0.316,26,12,5,12,0,20,0,1
550,68.95,11.61,19,0.684,0.316,13,6,1,5,0,10,1,2
551,59.68,18.63,19,0.737,0.263,14,5,0,7,0,9,1,2
552,67.65,12.34,26,0.615,0.385,16,10,2,6,0,14,1,3
553,61.68,14.65,28,0.643,0.357,18,10,1,10,0,17,0,0
555,62.82,14.03,51,0.549,0.451,28,23,4,19,0,28,1,0
556,59.12,14.29,25,0.64,0.36,16,9,0,5,0,8,7,5
557,65.95,15.59,20,0.9,0.1,18,2,3,4,0,11,0,2
559,64.06,14.79,48,0.604,0.396,29,19,4,22,0,23,0,0
560,63.16,17.64,37,0.649,0.351,24,13,4,13,0,17,1,2
562,61,16.61,19,0.737,0.263,14,5,1,6,0,8,3,1
563,59.9,15.25,62,0.613,0.387,38,24,7,29,0,26,0,0
564,62.6,16.7,55,0.564,0.436,31,24,5,20,0,26,2,2
565,64.92,15.51,26,0.615,0.385,16,10,1,10,0,15,0,0
566,62.47,12.66,30,0.733,0.267,22,8,1,16,0,7,4,2
567,62.57,15.13,37,0.459,0.541,17,20,1,18,0,17,0,2
568,63.49,15.06,79,0.582,0.418,46,33,10,32,0,34,1,3
569,63.4,14.99,20,0.7,0.3,14,6,1,5,0,14,0,0
570,61.83,18.26,29,0.828,0.172,24,5,4,8,0,9,5,3
571,57.84,16.96,38,0.553,0.447,21,17,5,15,0,9,3,6
572,59.96,13.45,27,0.741,0.259,20,7,1,13,0,8,4,1
573,65.68,10.44,19,0.579,0.421,11,8,0,10,0,8,0,1
574,64.22,16.32,51,0.529,0.471,27,24,4,25,0,23,0,0
575,62.3,13.57,27,0.519,0.481,14,13,5,10,0,9,1,2
576,62.6,15.29,35,0.6,0.4,21,14,3,8,0,19,4,1
577,66.13,10.33,8,0.5,0.5,4,4,0,3,0,4,1,0
578,62.18,14.6,28,0.5,0.5,14,14,1,9,0,10,4,4
579,62.81,16.41,21,0.714,0.286,15,6,4,8,0,7,1,1
580,64.35,16.41,20,0.8,0.2,16,4,0,11,0,9,0,0
